date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:25:44	85336/85336	---M--	200	added ('OK')	image/png	etag:%221d866c540d80cd8%22	https://bus.burulas.com.tr/img/bus/pasivebudomobil.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/img/bus/pasivebudomobil.png	(from https://bus.burulas.com.tr/tr/Bus/mobil)
12:25:44	88516/88516	---M--	200	added ('OK')	image/png	etag:%221d866c540d81844%22	https://bus.burulas.com.tr/img/bus/activebbbusmobil.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/img/bus/activebbbusmobil.png	(from https://bus.burulas.com.tr/tr/Bus/mobil)
12:25:45	5636/5636	---M--	200	added ('OK')	image/png	etag:%221d866c54040bd04%22	https://bus.burulas.com.tr/img/seferAramaIcon.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/img/seferAramaIcon.png	(from https://bus.burulas.com.tr/tr/Bus/mobil)
12:25:45	637144/637144	---M--	200	added ('OK')	application/javascript	etag:%221da61289785d658%22	https://bus.burulas.com.tr/js/bundles/mobilbus.min.js?v=T0vMf66KF9LOcjjgdcl1LKn3KkvG_gaoEdAkOnLDnS0	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/js/bundles/mobilbus.minbd70.js	(from https://bus.burulas.com.tr/tr/Bus/mobil)
12:25:47	198227/198227	---M--	200	added ('OK')	image/jpeg	etag:%221d919c7f099b9d3%22	https://bus.burulas.com.tr/BusAd/Bus_popup_2.jpg?v=VHseuTy6PewFJZ1gzcEHFa0jSztRooK_KiX2vwjvtDA	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/BusAd/Bus_popup_25841-2.jpg	(from https://bus.burulas.com.tr/tr/Bus/mobil)
12:25:47	29384/29384	---M--	200	added ('OK')	image/png	etag:%221d866c54171aac8%22	https://bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_444444_256x240.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_444444_256x240.png	(from https://bus.burulas.com.tr/lib/jquery-ui/jquery-ui.css)
12:25:47	6988/6988	---M--	200	added ('OK')	image/png	etag:%221d866c54171c34c%22	https://bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_555555_256x240.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_555555_256x240.png	(from https://bus.burulas.com.tr/lib/jquery-ui/jquery-ui.css)
12:25:48	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202024%2012:25:31%20GMT	https://bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_ffffff_256x240.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_ffffff_256x240.82.delayed	(from https://bus.burulas.com.tr/lib/jquery-ui/jquery-ui.css)
12:25:48	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202024%2012:25:31%20GMT	https://bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_777620_256x240.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_777620_256x240.83.delayed	(from https://bus.burulas.com.tr/lib/jquery-ui/jquery-ui.css)
12:25:48	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202024%2012:25:32%20GMT	https://bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_cc0000_256x240.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_cc0000_256x240.84.delayed	(from https://bus.burulas.com.tr/lib/jquery-ui/jquery-ui.css)
12:25:49	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202024%2012:25:32%20GMT	https://bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_777777_256x240.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/jquery-ui/images/ui-icons_777777_256x240.85.delayed	(from https://bus.burulas.com.tr/lib/jquery-ui/jquery-ui.css)
12:25:49	696/696	---M--	200	added ('OK')	image/png	etag:%221da5f441ffde8b8%22	https://bus.burulas.com.tr/leaflet/images/layers.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/leaflet/images/layers.png	(from https://bus.burulas.com.tr/leaflet/leaflet.css)
12:25:49	1259/1259	---M--	200	added ('OK')	image/png	etag:%221da5f441ffdeeeb%22	https://bus.burulas.com.tr/leaflet/images/layers-2x.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/leaflet/images/layers-2x.png	(from https://bus.burulas.com.tr/leaflet/leaflet.css)
12:25:50	1466/1466	---M--	200	added ('OK')	image/png	etag:%221da5f441ffdefba%22	https://bus.burulas.com.tr/leaflet/images/marker-icon.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/leaflet/images/marker-icon.png	(from https://bus.burulas.com.tr/leaflet/leaflet.css)
12:25:50	696/696	---M--	200	added ('OK')	image/png	etag:%221d866c54171dab8%22	https://bus.burulas.com.tr/lib/leaflet/images/layers.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/leaflet/images/layers.png	(from https://bus.burulas.com.tr/lib/leaflet/leaflet.css)
12:25:51	1259/1259	---M--	200	added ('OK')	image/png	etag:%221d866c54171dceb%22	https://bus.burulas.com.tr/lib/leaflet/images/layers-2x.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/leaflet/images/layers-2x.png	(from https://bus.burulas.com.tr/lib/leaflet/leaflet.css)
12:25:51	1466/1466	---M--	200	added ('OK')	image/png	etag:%221d866c54171ddba%22	https://bus.burulas.com.tr/lib/leaflet/images/marker-icon.png	C:/xampp/htdocs/umuttepe-turizm/umuttepe-turizm/bus.burulas.com.tr/lib/leaflet/images/marker-icon.png	(from https://bus.burulas.com.tr/lib/leaflet/leaflet.css)
